Product,Price,Quantity,Category
Mouse,30,24,Electronics
Monitor,60,94,Electronics
Laptop,757,66,Electronics
Laptop,560,167,Electronics
Keyboard,31,50,Electronics
Monitor,82,12,Electronics
Laptop,665,147,Electronics
Monitor,86,77,Electronics
Mouse,13,55,Electronics
Keyboard,48,74,Electronics
Monitor,74,45,Electronics
Keyboard,43,188,Electronics
Monitor,66,2,Electronics
Keyboard,21,110,Electronics
Mouse,19,93,Electronics
Monitor,51,177,Electronics
Monitor,91,160,Electronics
Laptop,597,75,Electronics
Keyboard,25,64,Electronics
Mouse,30,62,Electronics
Mouse,34,128,Electronics
Keyboard,45,119,Electronics
Laptop,780,111,Electronics
Keyboard,47,66,Electronics
Laptop,682,68,Electronics
Monitor,86,170,Electronics
Mouse,22,58,Electronics
Keyboard,20,173,Electronics
Keyboard,41,9,Electronics
Mouse,22,88,Electronics
Monitor,100,18,Electronics
Mouse,30,139,Electronics
Mouse,20,84,Electronics
Mouse,31,53,Electronics
Keyboard,48,81,Electronics
Mouse,24,108,Electronics
Monitor,100,151,Electronics
Laptop,525,19,Electronics
Monitor,64,42,Electronics
Monitor,87,194,Electronics
Keyboard,31,126,Electronics
Mouse,37,23,Electronics
Laptop,660,190,Electronics
Laptop,592,192,Electronics
Laptop,798,97,Electronics
Monitor,88,186,Electronics
Keyboard,30,88,Electronics
Laptop,786,177,Electronics
Monitor,67,164,Electronics
Mouse,27,66,Electronics
Keyboard,40,64,Electronics
Mouse,28,189,Electronics
Mouse,32,182,Electronics
Mouse,26,140,Electronics
Laptop,570,169,Electronics
Keyboard,31,67,Electronics
Keyboard,28,103,Electronics
Monitor,62,191,Electronics
Keyboard,41,35,Electronics
Keyboard,41,87,Electronics
Keyboard,29,169,Electronics
Laptop,640,145,Electronics
Mouse,37,116,Electronics
Monitor,81,187,Electronics
Laptop,454,118,Electronics
Laptop,655,40,Electronics
Laptop,717,134,Electronics
Laptop,446,126,Electronics
Keyboard,49,68,Electronics
Keyboard,50,21,Electronics
Keyboard,48,25,Electronics
Monitor,85,146,Electronics
Laptop,482,53,Electronics
Monitor,93,172,Electronics
Laptop,430,48,Electronics
Laptop,674,161,Electronics
Laptop,444,55,Electronics
Mouse,32,200,Electronics
Monitor,50,74,Electronics
Monitor,86,61,Electronics
Laptop,685,94,Electronics
Laptop,570,34,Electronics
Keyboard,31,143,Electronics
Laptop,527,154,Electronics
Mouse,25,183,Electronics
Monitor,65,186,Electronics
Keyboard,38,168,Electronics
Mouse,38,138,Electronics
Mouse,19,130,Electronics
Laptop,574,161,Electronics
Keyboard,47,4,Electronics
Monitor,76,146,Electronics
Laptop,455,196,Electronics
Monitor,75,8,Electronics
Laptop,455,105,Electronics
Mouse,23,6,Electronics
Mouse,16,1,Electronics
Mouse,39,192,Electronics
Monitor,62,186,Electronics
Mouse,40,63,Electronics
Laptop,473,190,Electronics
Laptop,653,97,Electronics
Monitor,91,21,Electronics
Monitor,83,63,Electronics
Monitor,57,80,Electronics
Laptop,706,126,Electronics
Keyboard,45,141,Electronics
Mouse,24,125,Electronics
Monitor,84,14,Electronics
Laptop,651,144,Electronics
Laptop,407,57,Electronics
Mouse,33,131,Electronics
Laptop,625,125,Electronics
Mouse,32,76,Electronics
Keyboard,38,118,Electronics
Mouse,22,11,Electronics
Mouse,28,153,Electronics
Laptop,428,142,Electronics
Monitor,54,172,Electronics
Mouse,14,115,Electronics
Mouse,19,12,Electronics
Mouse,28,77,Electronics
Mouse,11,156,Electronics
Mouse,29,77,Electronics
Mouse,15,118,Electronics
Laptop,501,48,Electronics
Monitor,65,98,Electronics
Monitor,65,131,Electronics
Laptop,434,25,Electronics
Mouse,31,95,Electronics
Laptop,700,166,Electronics
Laptop,691,169,Electronics
Keyboard,24,16,Electronics
Laptop,708,195,Electronics
Keyboard,49,86,Electronics
Keyboard,23,120,Electronics
Mouse,18,163,Electronics
Mouse,24,39,Electronics
Laptop,778,98,Electronics
Keyboard,48,35,Electronics
Laptop,783,61,Electronics
Keyboard,48,104,Electronics
Monitor,92,151,Electronics
Mouse,32,194,Electronics
Monitor,84,68,Electronics
Keyboard,29,173,Electronics
Monitor,53,43,Electronics
Keyboard,39,70,Electronics
Keyboard,40,161,Electronics
Mouse,21,98,Electronics
Mouse,37,154,Electronics
Keyboard,46,184,Electronics
Monitor,84,161,Electronics
Monitor,71,68,Electronics
Laptop,418,128,Electronics
Monitor,87,170,Electronics
Monitor,74,131,Electronics
Mouse,13,148,Electronics
Mouse,17,153,Electronics
Keyboard,28,81,Electronics
Keyboard,29,94,Electronics
Monitor,77,77,Electronics
Laptop,539,196,Electronics
Keyboard,36,171,Electronics
Mouse,19,120,Electronics
Laptop,413,74,Electronics
Laptop,517,45,Electronics
Keyboard,32,35,Electronics
Mouse,40,111,Electronics
Monitor,64,180,Electronics
Laptop,563,150,Electronics
Mouse,20,63,Electronics
Laptop,618,48,Electronics
Keyboard,50,199,Electronics
Laptop,477,151,Electronics
Keyboard,31,23,Electronics
Monitor,71,163,Electronics
Keyboard,49,24,Electronics
Mouse,10,44,Electronics
Monitor,91,195,Electronics
Laptop,678,162,Electronics
Mouse,27,50,Electronics
Laptop,623,197,Electronics
Monitor,69,81,Electronics
Keyboard,47,4,Electronics
Keyboard,29,158,Electronics
Laptop,602,82,Electronics
Keyboard,26,183,Electronics
Mouse,28,197,Electronics
Keyboard,43,64,Electronics
Mouse,13,1,Electronics
Monitor,95,20,Electronics
Monitor,74,145,Electronics
Monitor,78,174,Electronics
Mouse,28,23,Electronics
Monitor,76,37,Electronics
Mouse,16,25,Electronics
Mouse,30,91,Electronics
Keyboard,46,109,Electronics
Monitor,82,7,Electronics
Monitor,51,90,Electronics
Laptop,681,170,Electronics
Keyboard,45,90,Electronics
Mouse,35,69,Electronics
Keyboard,31,65,Electronics
Mouse,25,141,Electronics
Mouse,14,20,Electronics
Monitor,66,135,Electronics
Monitor,79,38,Electronics
Laptop,579,45,Electronics
Laptop,577,168,Electronics
Laptop,493,98,Electronics
Keyboard,21,95,Electronics
Monitor,50,67,Electronics
Monitor,74,78,Electronics
Monitor,64,133,Electronics
Mouse,31,31,Electronics
Mouse,17,185,Electronics
Keyboard,27,139,Electronics
Laptop,783,47,Electronics
Keyboard,22,183,Electronics
Mouse,30,59,Electronics
Keyboard,22,48,Electronics
Mouse,15,51,Electronics
Keyboard,22,184,Electronics
Laptop,731,46,Electronics
Laptop,417,113,Electronics
Keyboard,21,166,Electronics
Laptop,442,164,Electronics
Laptop,638,61,Electronics
Monitor,68,111,Electronics
Laptop,798,47,Electronics
Keyboard,43,168,Electronics
Keyboard,21,29,Electronics
Laptop,562,132,Electronics
Monitor,70,31,Electronics
Mouse,17,36,Electronics
Keyboard,47,26,Electronics
Mouse,26,116,Electronics
Laptop,670,197,Electronics
Monitor,99,169,Electronics
Keyboard,38,142,Electronics
Laptop,554,179,Electronics
Laptop,430,133,Electronics
Mouse,30,14,Electronics
Keyboard,26,90,Electronics
Keyboard,49,2,Electronics
Monitor,62,45,Electronics
Keyboard,48,42,Electronics
Keyboard,27,8,Electronics
Keyboard,49,59,Electronics
Keyboard,42,164,Electronics
Mouse,21,48,Electronics
Keyboard,36,6,Electronics
Keyboard,43,89,Electronics
Mouse,34,194,Electronics
Monitor,91,140,Electronics
Laptop,674,13,Electronics
Monitor,94,159,Electronics
Laptop,451,196,Electronics
Keyboard,20,78,Electronics
Monitor,94,50,Electronics
Laptop,768,59,Electronics
Keyboard,33,93,Electronics
Laptop,456,182,Electronics
Laptop,725,108,Electronics
Mouse,27,12,Electronics
Laptop,768,154,Electronics
Keyboard,35,184,Electronics
Mouse,15,39,Electronics
Mouse,25,183,Electronics
Laptop,619,22,Electronics
Keyboard,40,73,Electronics
Laptop,484,125,Electronics
Monitor,88,127,Electronics
Keyboard,31,161,Electronics
Laptop,615,22,Electronics
Laptop,474,17,Electronics
Laptop,657,2,Electronics
Keyboard,26,86,Electronics
Keyboard,40,198,Electronics
Laptop,643,24,Electronics
Monitor,67,198,Electronics
Keyboard,37,90,Electronics
Monitor,87,15,Electronics
Keyboard,25,94,Electronics
Mouse,16,23,Electronics
Keyboard,30,95,Electronics
Mouse,34,92,Electronics
Laptop,716,5,Electronics
Mouse,33,115,Electronics
Keyboard,28,168,Electronics
Laptop,594,11,Electronics
Laptop,541,186,Electronics
Keyboard,38,97,Electronics
Keyboard,24,166,Electronics
Monitor,78,197,Electronics
Monitor,73,120,Electronics
Mouse,12,83,Electronics
Keyboard,22,97,Electronics
Laptop,573,127,Electronics
Monitor,60,147,Electronics
Keyboard,33,90,Electronics
Monitor,60,100,Electronics
Mouse,24,140,Electronics
Monitor,74,21,Electronics
Laptop,495,65,Electronics
Monitor,93,182,Electronics
Monitor,97,144,Electronics
Mouse,15,69,Electronics
Keyboard,24,171,Electronics
Laptop,508,158,Electronics
Keyboard,27,63,Electronics
Laptop,521,84,Electronics
Monitor,77,22,Electronics
Laptop,791,102,Electronics
Keyboard,39,97,Electronics
Mouse,12,114,Electronics
Monitor,98,74,Electronics
Monitor,90,58,Electronics
Mouse,25,57,Electronics
Monitor,85,43,Electronics
Mouse,27,200,Electronics
Mouse,37,193,Electronics
Laptop,579,21,Electronics
Mouse,17,28,Electronics
Laptop,651,42,Electronics
Laptop,424,158,Electronics
Keyboard,50,92,Electronics
Keyboard,50,193,Electronics
Mouse,10,48,Electronics
Monitor,86,40,Electronics
Mouse,11,63,Electronics
Keyboard,39,117,Electronics
Monitor,82,96,Electronics
Laptop,562,91,Electronics
Laptop,715,162,Electronics
Laptop,667,80,Electronics
Mouse,16,197,Electronics
Keyboard,35,131,Electronics
Monitor,72,138,Electronics
Monitor,70,86,Electronics
Keyboard,20,170,Electronics
Laptop,700,62,Electronics
Mouse,12,124,Electronics
Laptop,487,11,Electronics
Mouse,11,18,Electronics
Mouse,19,104,Electronics
Laptop,783,19,Electronics
Keyboard,23,153,Electronics
Monitor,62,187,Electronics
Laptop,568,92,Electronics
Keyboard,49,110,Electronics
Mouse,39,43,Electronics
Laptop,541,76,Electronics
Mouse,26,36,Electronics
Mouse,36,99,Electronics
Monitor,89,20,Electronics
Monitor,74,7,Electronics
Keyboard,39,59,Electronics
Mouse,19,164,Electronics
Keyboard,38,120,Electronics
Monitor,95,105,Electronics
Mouse,34,63,Electronics
Monitor,51,23,Electronics
Keyboard,21,121,Electronics
Keyboard,25,114,Electronics
Laptop,552,150,Electronics
Keyboard,36,11,Electronics
Mouse,19,86,Electronics
Laptop,439,135,Electronics
Laptop,411,74,Electronics
Mouse,26,126,Electronics
Mouse,16,100,Electronics
Mouse,34,123,Electronics
Keyboard,42,59,Electronics
Laptop,426,19,Electronics
Keyboard,47,49,Electronics
Monitor,96,126,Electronics
Laptop,793,110,Electronics
Keyboard,50,61,Electronics
Keyboard,28,114,Electronics
Laptop,436,172,Electronics
Keyboard,20,126,Electronics
Mouse,32,197,Electronics
Monitor,89,36,Electronics
Mouse,12,48,Electronics
Laptop,765,142,Electronics
Mouse,32,195,Electronics
Keyboard,41,197,Electronics
Laptop,475,152,Electronics
Keyboard,26,161,Electronics
Keyboard,35,137,Electronics
Monitor,70,41,Electronics
Keyboard,42,2,Electronics
Keyboard,44,120,Electronics
Laptop,724,190,Electronics
Keyboard,44,142,Electronics
Mouse,21,144,Electronics
Mouse,36,180,Electronics
Keyboard,36,118,Electronics
Keyboard,27,121,Electronics
Keyboard,24,16,Electronics
Laptop,778,105,Electronics
Monitor,50,24,Electronics
Monitor,85,187,Electronics
Keyboard,37,10,Electronics
Keyboard,31,71,Electronics
Mouse,14,127,Electronics
Laptop,457,143,Electronics
Laptop,633,22,Electronics
Keyboard,49,70,Electronics
Keyboard,31,25,Electronics
Keyboard,25,6,Electronics
Monitor,65,4,Electronics
Monitor,95,155,Electronics
Laptop,751,91,Electronics
Monitor,94,25,Electronics
Laptop,469,188,Electronics
Laptop,489,85,Electronics
Laptop,619,93,Electronics
Laptop,558,15,Electronics
Laptop,682,192,Electronics
Monitor,60,47,Electronics
Monitor,84,195,Electronics
Monitor,71,30,Electronics
Keyboard,34,136,Electronics
Laptop,401,34,Electronics
Mouse,17,133,Electronics
Keyboard,43,118,Electronics
Mouse,20,57,Electronics
Monitor,57,53,Electronics
Monitor,65,116,Electronics
Laptop,430,80,Electronics
Keyboard,30,198,Electronics
Monitor,76,2,Electronics
Keyboard,46,112,Electronics
Mouse,20,102,Electronics
Mouse,15,23,Electronics
Mouse,11,46,Electronics
Laptop,680,74,Electronics
Monitor,76,48,Electronics
Mouse,19,117,Electronics
Keyboard,43,35,Electronics
Monitor,51,132,Electronics
Monitor,88,56,Electronics
Mouse,36,27,Electronics
Mouse,28,158,Electronics
Monitor,59,64,Electronics
Monitor,92,52,Electronics
Mouse,17,142,Electronics
Laptop,726,104,Electronics
Keyboard,38,85,Electronics
Laptop,483,167,Electronics
Mouse,15,178,Electronics
Keyboard,36,181,Electronics
Mouse,37,162,Electronics
Laptop,469,113,Electronics
Mouse,17,118,Electronics
Keyboard,37,71,Electronics
Keyboard,34,102,Electronics
Mouse,23,69,Electronics
Laptop,764,164,Electronics
Monitor,74,163,Electronics
Mouse,35,57,Electronics
Mouse,11,78,Electronics
Mouse,15,20,Electronics
Laptop,705,183,Electronics
Keyboard,45,17,Electronics
Laptop,710,161,Electronics
Keyboard,26,83,Electronics
Keyboard,41,126,Electronics
Monitor,53,1,Electronics
Laptop,533,60,Electronics
Laptop,624,38,Electronics
Mouse,39,53,Electronics
Laptop,468,5,Electronics
Mouse,33,176,Electronics
Monitor,54,46,Electronics
Mouse,32,148,Electronics
Laptop,519,141,Electronics
Laptop,466,120,Electronics
Monitor,96,69,Electronics
Monitor,56,82,Electronics
Keyboard,41,148,Electronics
Keyboard,48,87,Electronics
Laptop,623,115,Electronics
Mouse,35,100,Electronics
Laptop,445,71,Electronics
Monitor,78,31,Electronics
Keyboard,34,187,Electronics
Monitor,60,60,Electronics
Keyboard,44,66,Electronics
Mouse,32,45,Electronics
Monitor,60,159,Electronics
Monitor,91,41,Electronics
Monitor,98,41,Electronics
Keyboard,34,21,Electronics
Laptop,674,9,Electronics
Keyboard,25,163,Electronics
Laptop,800,73,Electronics
Keyboard,50,89,Electronics
Laptop,434,184,Electronics
Laptop,671,189,Electronics
Mouse,32,110,Electronics
Laptop,720,171,Electronics
Laptop,625,14,Electronics
Mouse,23,66,Electronics
Keyboard,31,171,Electronics
Keyboard,32,184,Electronics
Monitor,88,175,Electronics
Monitor,68,114,Electronics
Mouse,40,84,Electronics
Monitor,61,45,Electronics
Monitor,56,107,Electronics
Laptop,584,90,Electronics
Keyboard,23,56,Electronics
Monitor,99,55,Electronics
Keyboard,32,93,Electronics
Keyboard,40,80,Electronics
Keyboard,22,37,Electronics
Mouse,27,141,Electronics
Monitor,61,11,Electronics
Keyboard,22,50,Electronics
Laptop,719,110,Electronics
Laptop,476,126,Electronics
Keyboard,45,68,Electronics
Keyboard,31,9,Electronics
Keyboard,21,96,Electronics
Mouse,13,47,Electronics
Mouse,34,195,Electronics
Monitor,53,165,Electronics
Keyboard,47,187,Electronics
Laptop,430,44,Electronics
Keyboard,39,144,Electronics
Mouse,37,12,Electronics
Mouse,13,154,Electronics
Keyboard,30,43,Electronics
Mouse,37,164,Electronics
Laptop,507,117,Electronics
Monitor,68,53,Electronics
Monitor,64,145,Electronics
Laptop,668,163,Electronics
Monitor,60,169,Electronics
Mouse,33,16,Electronics
Laptop,792,97,Electronics
Monitor,85,9,Electronics
Keyboard,25,130,Electronics
Laptop,770,172,Electronics
Keyboard,28,149,Electronics
Mouse,17,159,Electronics
Keyboard,25,191,Electronics
Laptop,559,27,Electronics
Mouse,32,113,Electronics
Mouse,17,26,Electronics
Mouse,26,37,Electronics
Laptop,605,127,Electronics
Laptop,646,109,Electronics
Keyboard,50,84,Electronics
Laptop,473,45,Electronics
Laptop,461,88,Electronics
Mouse,19,115,Electronics
Monitor,93,167,Electronics
Laptop,773,183,Electronics
Mouse,25,88,Electronics
Keyboard,49,149,Electronics
Keyboard,29,21,Electronics
Monitor,62,172,Electronics
Monitor,88,100,Electronics
Mouse,13,176,Electronics
Monitor,85,173,Electronics
Monitor,54,128,Electronics
Monitor,60,31,Electronics
Mouse,37,101,Electronics
Mouse,27,196,Electronics
Keyboard,30,138,Electronics
Keyboard,23,50,Electronics
Monitor,89,70,Electronics
Monitor,88,30,Electronics
Monitor,79,181,Electronics
Mouse,14,170,Electronics
Keyboard,42,143,Electronics
Laptop,783,49,Electronics
Mouse,20,187,Electronics
Monitor,80,41,Electronics
Keyboard,30,92,Electronics
Mouse,25,2,Electronics
Laptop,529,191,Electronics
Monitor,81,62,Electronics
Laptop,656,143,Electronics
Laptop,645,169,Electronics
Laptop,503,134,Electronics
Monitor,77,69,Electronics
Laptop,622,173,Electronics
Laptop,513,169,Electronics
Monitor,91,152,Electronics
Keyboard,43,15,Electronics
Monitor,54,13,Electronics
Laptop,467,48,Electronics
Keyboard,28,101,Electronics
Laptop,752,175,Electronics
Keyboard,42,145,Electronics
Monitor,50,11,Electronics
Mouse,20,78,Electronics
Mouse,24,182,Electronics
Keyboard,25,70,Electronics
Monitor,90,184,Electronics
Mouse,27,200,Electronics
Mouse,33,103,Electronics
Mouse,21,174,Electronics
Keyboard,37,23,Electronics
Monitor,90,192,Electronics
Monitor,94,23,Electronics
Mouse,20,38,Electronics
Monitor,74,60,Electronics
Mouse,12,171,Electronics
Laptop,416,169,Electronics
Laptop,544,51,Electronics
Laptop,415,135,Electronics
Monitor,80,109,Electronics
Mouse,15,148,Electronics
Keyboard,49,155,Electronics
Mouse,22,125,Electronics
Monitor,98,120,Electronics
Monitor,99,22,Electronics
Laptop,567,124,Electronics
Keyboard,41,106,Electronics
Mouse,18,167,Electronics
Monitor,83,57,Electronics
Keyboard,27,195,Electronics
Keyboard,22,162,Electronics
Monitor,56,68,Electronics
Monitor,78,105,Electronics
Keyboard,46,137,Electronics
Mouse,16,140,Electronics
Keyboard,32,189,Electronics
Laptop,788,192,Electronics
Mouse,37,148,Electronics
Laptop,409,171,Electronics
Keyboard,43,28,Electronics
Monitor,86,71,Electronics
Keyboard,29,158,Electronics
Monitor,88,199,Electronics
Monitor,60,199,Electronics
Mouse,19,95,Electronics
Monitor,87,156,Electronics
Keyboard,29,71,Electronics
Mouse,40,182,Electronics
Laptop,636,151,Electronics
Mouse,21,119,Electronics
Mouse,19,111,Electronics
Mouse,28,110,Electronics
Keyboard,49,124,Electronics
Mouse,14,91,Electronics
Laptop,737,54,Electronics
Mouse,12,65,Electronics
Laptop,552,131,Electronics
Keyboard,38,28,Electronics
Monitor,98,121,Electronics
Mouse,18,53,Electronics
Laptop,723,53,Electronics
Laptop,753,93,Electronics
Mouse,22,39,Electronics
Monitor,100,152,Electronics
Keyboard,35,39,Electronics
Monitor,76,83,Electronics
Laptop,615,124,Electronics
Keyboard,43,53,Electronics
Keyboard,47,94,Electronics
Keyboard,23,36,Electronics
Monitor,90,178,Electronics
Laptop,419,8,Electronics
Laptop,627,13,Electronics
Keyboard,45,35,Electronics
Mouse,22,136,Electronics
Keyboard,47,177,Electronics
Monitor,58,12,Electronics
Keyboard,45,116,Electronics
Laptop,452,65,Electronics
Laptop,498,158,Electronics
Mouse,15,26,Electronics
Monitor,83,92,Electronics
Laptop,503,56,Electronics
Laptop,749,159,Electronics
Laptop,545,61,Electronics
Monitor,99,67,Electronics
Monitor,56,153,Electronics
Laptop,770,26,Electronics
Keyboard,50,194,Electronics
Laptop,741,58,Electronics
Monitor,73,75,Electronics
Mouse,28,5,Electronics
Mouse,37,189,Electronics
Keyboard,26,23,Electronics
Monitor,52,167,Electronics
Monitor,63,69,Electronics
Mouse,36,24,Electronics
Mouse,22,72,Electronics
Keyboard,42,147,Electronics
Laptop,588,195,Electronics
Mouse,10,14,Electronics
Mouse,21,76,Electronics
Monitor,95,173,Electronics
Monitor,72,88,Electronics
Monitor,68,95,Electronics
Laptop,679,171,Electronics
Monitor,63,62,Electronics
Laptop,773,61,Electronics
Laptop,406,167,Electronics
Keyboard,21,37,Electronics
Keyboard,43,17,Electronics
Laptop,424,124,Electronics
Keyboard,23,125,Electronics
Laptop,438,65,Electronics
Monitor,90,48,Electronics
Laptop,651,108,Electronics
Laptop,585,101,Electronics
Mouse,27,170,Electronics
Keyboard,23,104,Electronics
Monitor,85,75,Electronics
Monitor,67,58,Electronics
Laptop,759,34,Electronics
Mouse,34,28,Electronics
Monitor,64,146,Electronics
Mouse,31,187,Electronics
Mouse,25,188,Electronics
Keyboard,25,74,Electronics
Keyboard,45,27,Electronics
Laptop,751,76,Electronics
Laptop,716,80,Electronics
Monitor,70,64,Electronics
Keyboard,24,190,Electronics
Keyboard,34,93,Electronics
Keyboard,32,54,Electronics
Monitor,73,134,Electronics
Monitor,62,20,Electronics
Monitor,78,54,Electronics
Monitor,89,35,Electronics
Mouse,25,94,Electronics
Monitor,75,124,Electronics
Mouse,17,51,Electronics
Laptop,695,87,Electronics
Monitor,83,22,Electronics
Keyboard,25,110,Electronics
Monitor,60,29,Electronics
Laptop,780,59,Electronics
Laptop,690,112,Electronics
Monitor,72,9,Electronics
Mouse,31,107,Electronics
Monitor,92,33,Electronics
Keyboard,36,47,Electronics
Keyboard,40,33,Electronics
Monitor,89,165,Electronics
Mouse,28,64,Electronics
Monitor,89,43,Electronics
Keyboard,25,57,Electronics
Mouse,34,51,Electronics
Mouse,20,147,Electronics
Mouse,29,14,Electronics
Laptop,614,10,Electronics
Keyboard,44,175,Electronics
Laptop,490,56,Electronics
Monitor,93,28,Electronics
Mouse,36,44,Electronics
Keyboard,34,176,Electronics
Monitor,50,162,Electronics
Laptop,645,62,Electronics
Monitor,78,147,Electronics
Laptop,789,78,Electronics
Keyboard,23,111,Electronics
Keyboard,45,21,Electronics
Monitor,97,199,Electronics
Keyboard,46,43,Electronics
Mouse,25,158,Electronics
Laptop,630,121,Electronics
Mouse,22,46,Electronics
Laptop,532,119,Electronics
Laptop,710,8,Electronics
Mouse,26,130,Electronics
Keyboard,43,71,Electronics
Monitor,71,106,Electronics
Monitor,50,154,Electronics
Monitor,69,170,Electronics
Mouse,26,105,Electronics
Keyboard,40,115,Electronics
Laptop,591,38,Electronics
Laptop,515,47,Electronics
Monitor,90,169,Electronics
Laptop,533,173,Electronics
Keyboard,49,112,Electronics
Laptop,597,27,Electronics
Laptop,408,89,Electronics
Keyboard,39,63,Electronics
Keyboard,48,53,Electronics
Mouse,33,118,Electronics
Keyboard,21,43,Electronics
Keyboard,43,5,Electronics
Laptop,709,90,Electronics
Mouse,31,98,Electronics
Monitor,51,60,Electronics
Keyboard,29,88,Electronics
Monitor,74,172,Electronics
Mouse,39,186,Electronics
Laptop,410,167,Electronics
Keyboard,27,129,Electronics
Monitor,62,68,Electronics
Monitor,73,39,Electronics
Monitor,78,147,Electronics
Keyboard,28,197,Electronics
Monitor,66,95,Electronics
Laptop,474,153,Electronics
Monitor,69,175,Electronics
Keyboard,22,151,Electronics
Keyboard,42,24,Electronics
Laptop,708,174,Electronics
Laptop,606,26,Electronics
Laptop,746,26,Electronics
Keyboard,42,145,Electronics
Monitor,86,191,Electronics
Laptop,790,195,Electronics
Keyboard,21,193,Electronics
Laptop,666,124,Electronics
Keyboard,32,5,Electronics
Keyboard,47,77,Electronics
Laptop,564,114,Electronics
Monitor,100,149,Electronics
Keyboard,30,50,Electronics
Mouse,10,21,Electronics
Monitor,52,20,Electronics
Monitor,71,47,Electronics
Keyboard,36,38,Electronics
Mouse,27,135,Electronics
Keyboard,36,150,Electronics
Laptop,519,70,Electronics
Keyboard,25,163,Electronics
Keyboard,46,147,Electronics
Keyboard,29,75,Electronics
Mouse,17,6,Electronics
Monitor,60,46,Electronics
Keyboard,29,66,Electronics
Mouse,32,154,Electronics
Laptop,405,40,Electronics
Laptop,567,84,Electronics
Laptop,661,45,Electronics
Monitor,100,85,Electronics
Monitor,75,2,Electronics
Laptop,765,155,Electronics
Laptop,658,108,Electronics
Mouse,29,24,Electronics
Mouse,36,51,Electronics
Keyboard,45,144,Electronics
Monitor,82,135,Electronics
Laptop,527,68,Electronics
Monitor,89,23,Electronics
Mouse,10,25,Electronics
Monitor,61,82,Electronics
Mouse,35,20,Electronics
Laptop,687,63,Electronics
Keyboard,42,176,Electronics
Mouse,25,140,Electronics
Keyboard,49,32,Electronics
Monitor,69,145,Electronics
Monitor,70,17,Electronics
Mouse,34,68,Electronics
Monitor,93,53,Electronics
Laptop,734,180,Electronics
Laptop,580,109,Electronics
Mouse,37,56,Electronics
Monitor,90,16,Electronics
Monitor,74,113,Electronics
Laptop,553,180,Electronics
Monitor,76,55,Electronics
Keyboard,29,90,Electronics
Laptop,706,6,Electronics
Keyboard,47,23,Electronics
Monitor,71,135,Electronics
Laptop,735,1,Electronics
Monitor,67,126,Electronics
Keyboard,47,69,Electronics
Mouse,30,132,Electronics
Laptop,738,72,Electronics
Mouse,22,44,Electronics
Mouse,13,169,Electronics
Laptop,409,189,Electronics
Mouse,28,36,Electronics
Laptop,496,157,Electronics
Monitor,58,135,Electronics
Mouse,13,119,Electronics
Keyboard,33,194,Electronics
Monitor,58,82,Electronics
Keyboard,34,162,Electronics
Keyboard,50,81,Electronics
Monitor,75,103,Electronics
Monitor,88,143,Electronics
Laptop,707,111,Electronics
Monitor,86,179,Electronics
Laptop,553,118,Electronics
Keyboard,37,105,Electronics
Mouse,36,56,Electronics
Keyboard,35,122,Electronics
Monitor,61,170,Electronics
Monitor,69,142,Electronics
Monitor,56,89,Electronics
Mouse,32,43,Electronics
Monitor,51,149,Electronics
Mouse,23,76,Electronics
Laptop,455,2,Electronics
Keyboard,43,195,Electronics
Keyboard,43,10,Electronics
Mouse,25,17,Electronics
Monitor,76,165,Electronics
Laptop,731,8,Electronics
Keyboard,37,13,Electronics
Keyboard,50,149,Electronics
Monitor,54,16,Electronics
Mouse,17,194,Electronics
Laptop,656,180,Electronics
Monitor,99,88,Electronics
Keyboard,25,26,Electronics
Monitor,55,109,Electronics
Mouse,16,79,Electronics
Mouse,15,144,Electronics
Laptop,700,135,Electronics
Keyboard,36,64,Electronics
Laptop,794,107,Electronics
Keyboard,39,130,Electronics
Monitor,90,96,Electronics
Keyboard,29,187,Electronics
Keyboard,20,112,Electronics
Laptop,484,111,Electronics
Laptop,515,83,Electronics
Laptop,735,27,Electronics
Laptop,484,88,Electronics
Keyboard,38,90,Electronics
Laptop,448,42,Electronics
Mouse,21,35,Electronics
Monitor,80,186,Electronics
Monitor,90,107,Electronics
Monitor,98,147,Electronics
Mouse,31,170,Electronics
Monitor,96,56,Electronics
Laptop,785,83,Electronics
Keyboard,27,137,Electronics
Monitor,60,46,Electronics
Laptop,507,162,Electronics
Monitor,93,155,Electronics
Mouse,37,58,Electronics
Laptop,467,60,Electronics
Monitor,60,157,Electronics
Keyboard,22,31,Electronics
Laptop,402,23,Electronics
Laptop,474,31,Electronics
Monitor,88,54,Electronics
Monitor,78,157,Electronics
Laptop,719,7,Electronics
Monitor,71,60,Electronics
Mouse,38,76,Electronics
Keyboard,26,133,Electronics
Laptop,424,92,Electronics
Keyboard,36,126,Electronics
Keyboard,21,125,Electronics
Monitor,69,86,Electronics
Laptop,661,118,Electronics
Keyboard,32,167,Electronics
Laptop,434,109,Electronics
Keyboard,21,105,Electronics
Monitor,85,67,Electronics
Keyboard,46,3,Electronics
Keyboard,45,91,Electronics
Monitor,69,108,Electronics
Laptop,732,156,Electronics
Laptop,730,46,Electronics
Mouse,28,169,Electronics
Keyboard,36,177,Electronics
Monitor,50,7,Electronics
Mouse,27,133,Electronics
Monitor,69,91,Electronics
Monitor,52,54,Electronics
Laptop,625,50,Electronics
Monitor,81,110,Electronics
